id,com_type,sentence,year,label,orig_index
924,mm,it was noted that this drop could be explained by a reduction in the number of respondents who had previously expected relatively high inflation outcomes.,2010,-,874
925,mm,"The median expectation for inflation over the next 5 to 10 years from the Michigan survey edged down in October to a new historical low,",2010,-,874
926,mm,The members agreed that the statement to be issued after this meeting should highlight their view that even after their firming today the risks remained weighted mainly in the direction of rising inflation pressures.,2006,1,875
927,mm,The members also agreed on the desirability of retaining the assessment that the risks with regard to the outlook for economic growth were balanced.,2006,2,876
928,mm,The members also agreed that the risks remained weighted mainly in the direction of greater inflation pressures and that further tightening actions might be necessary to bring about financial conditions that were sufficiently firm to contain upward pressures on labor costs and prices.,2006,1,877
929,mm,"The members concluded that retaining a risk statement weighted toward more inflation pressures would best represent their current thinking, but they believed it was desirable to provide some recognition of the emergence of increased downside risks to the economic expansion in the statement to be released after this meeting.",2006,1,878
930,mm,The members expected price pressures to remain relatively contained over the next several quarters in the context of what they anticipated would be only a gradual reduction of the excess capacity in labor and product markets as the recovery progressed.,2006,2,879
931,mm,"The members generally agreed that, if necessary, their concerns about rising inflation could be addressed at the meeting in early February.",2012,1,880
932,mm,"The members recognized that a typical recovery-period surge in consumer spending was unlikely inasmuch as expenditures had registered solid growth through the economic downturn, implying an absence of significant pent-up demands.",2012,0,881
933,mm,"The members viewed the outlook for core price inflation as still quite benign, largely reflecting the ample availability of labor and other producer resources to accommodate rising economic activity and the favorable prospects for further robust growth in productivity.",2012,2,882
934,mm,The moderation reflected lower growth in most major expenditure sectors.,2012,0,883
935,mm,The monitoring range for growth of total domestic nonfinancial debt was set at 3 to 7 percent for the year.,2012,2,884
936,mm,The near-term forecast again entailed a marked downshift in headline inflation as energy prices fall back consistent with readings from futures markets.,2016,0,885
937,mm,"however, for the two months combined, the deficit was considerably wider than its average rate for the second quarter.",2016,-,886
938,mm,The nominal deficit on U. S. trade in goods and services narrowed somewhat in August from a high rate in July,2016,-,886
939,mm,"The nominal deficit on U. S. trade in goods and services widened substantially in July, reflecting both a decline in exports and a rise in imports.",2016,1,887
940,mm,The nominal deficit on U. S. trade in goods and services widened substantially in the second quarter.,2016,1,888
941,mm,"The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term.",2016,0,889
942,mm,"The pace of inventory liquidation was thought likely to moderate in coming quarters and subsequently turn to accumulation as inventories came into better balance with sales, with increasingly positive implications for overall production and economic activity.",2013,1,890
943,mm,The pace of job gains slowed and the unemployment rate held steady.,2013,2,891
944,mm,"The pace of real GDP growth was forecast to be faster over the second half of this year than in the first half, primarily reflecting a modest increase in the rate of growth of private domestic final purchases and a sizable turnaround in inventory investment.",2013,1,892
945,mm,The period of sub-par expansion was expected to foster an appreciable easing of pressures on resources and some moderation in core price inflation.,2013,0,893
946,mm,The persistence of underutilized resources was expected to foster some moderation in core price inflation.,2013,2,894
947,mm,"The pickup in demand had yet to materially narrow currently wide margins of idle labor and other resources, and these margins along with the uncertainties that still surrounded current forecasts of robust economic growth suggested that an accommodative monetary policy might remain desirable for a considerable period of time.",2012,0,895
948,mm,"The possibility that longer-term inflation expectations may have edged down was roughly counterbalanced by the risks that somewhat firmer inflation this year could be more persistent than expected, particularly in an economy that was projected to continue operating above its long-run potential.",2012,1,896
949,mm,"The producer price index for core intermediate materials dropped for a fifth month in February, reflecting, in part, weaker global demand and steep declines in the prices of a wide variety of energy-intensive goods, such as chemicals and plastics.",2012,0,897
950,mm,The projection for core PCE price inflation in 2008 was raised slightly in response to elevated readings in recent months.,2012,1,898
951,mm,"The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation.",2012,1,899
952,mm,"The real federal funds rate probably was not greatly out of line with its appropriate level, and the rise in longer-term interest rates and the exchange rate meant that financial conditions were now exerting more restraint than earlier this year.",2011,1,900
953,mm,"The recent decline in mortgage rates had sparked some refinancing and purchase activity, but the extent of the longer-term impact of lower rates on housing demand remained uncertain.",2011,0,901
954,mm,"The recent decline in the dollar was another factor that could add to inflation pressures,",2011,-,902
955,mm,the effect of prior changes in the foreign exchange value of the dollar on core consumer prices had apparently been limited.,2011,-,902
956,mm,"The recent depreciation of the dollar, while perhaps putting some upward pressure on prices, would damp the deterioration in net U. S. exports.",2011,1,903
957,mm,The recent information on inflation was seen as disappointing.,2011,2,904
958,mm,"The recent rebound in oil prices contributed to a strong appreciation of the Canadian dollar, the Brazilian real, and the Mexican peso.",2019,1,905
959,mm,The recent strains in financial markets posed additional downside risks to economic growth.,2019,0,906
960,mm,The reserve conditions contemplated at this meeting were expected to be consistent with some moderation in the growth of M2 and M3 over coming months.,2019,2,907
961,mm,"The review of regional economic developments by the Federal Reserve Bank presidents pointed to moderate expansion in economic activity across much of the nation, though growth was described as modest in a few regions and relatively robust in some others.",2019,2,908
962,mm,"The risks to the forecast for real GDP growth and inflation were seen as tilted to the downside, reflecting recent financial developments and concerns about the foreign economic outlook, as well as the staff's assessment that neither monetary policy nor fiscal policy appeared well positioned to help the economy withstand adverse shocks.",2019,0,909
963,mm,"The risks to the forecast for real GDP were seen as tilted to the downside, reflecting the staff's assessment that monetary policy appeared to be better positioned to offset large positive shocks than substantial adverse ones.",1997,0,910
964,mm,"The risks to the forecast for real GDP were seen as tilted to the downside, reflecting the staff's assessment that neither monetary nor fiscal policy was well positioned to help the economy withstand substantial adverse shocks; the downside risks to the forecast of economic activity were seen as more pronounced than in December, mainly reflecting the greater uncertainty about global economic prospects and the financial market turbulence in the United States and abroad.",1997,0,911
965,mm,"the outlook for housing activity remained favorable, given an overall economic performance in line with current forecasts of a robust expansion, related growth in incomes, and still relatively attractive mortgage interest rates.",1997,-,912
966,mm,"The run-up in mortgage rates since the latter part of June was expected to curb housing demand to a limited extent in coming months,",1997,-,912
967,mm,"The several extensions of emergency unemployment insurance benefits appeared to have raised the measured unemployment rate, relative to levels recorded in past downturns, by encouraging some who have lost their jobs to remain in the labor force.",1997,0,913
968,mm,The significant decreases that had occurred in the prices of fuel oil and gasoline were a positive factor that would continue to bolster household spending for a while.,1997,2,914
969,mm,The slowdown would reflect factors that were expected to damp the growth of overall business investment spending and a greater saturation of potential computer markets that might lead to more emphasis on replacement demand rather than the further expansion of capacity.,2000,0,915
970,mm,"The slower growth of M2 followed strong expansion in August and September, however, and growth since midyear was at about the same pace as in the first half of the year.",2000,2,916
971,mm,"The slower growth of final spending resulted in inventory overhangs in a number of industries, most notably those related to the motor vehicle sector.",2000,2,917
972,mm,continued to anticipate a moderate strengthening of the expansion in 2011 as well as a further pickup in economic growth in 2012.,2000,-,918
973,mm,The staff also reduced slightly its forecast of growth next year,2000,-,918
974,mm,The staff also reported that in the leveraged loan market risk spreads had narrowed and nonprice terms had loosened further.,2000,1,919
975,mm,"The staff assessed that households were in a better position than in the mid-2000s to weather a downturn in house prices, noting that mortgage debt growth has significantly lagged growth in house prices, leaving households with substantial equity cushions.",1998,2,920
976,mm,"The staff continued to project that the accommodative stance of monetary policy, together with a further attenuation of financial stress, the waning of adverse effects of earlier declines in wealth, and improving household and business confidence, would support a moderate recovery in economic activity and a gradual decline in the unemployment rate over the next two years.",1998,0,921
977,mm,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",1998,2,922
978,mm,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",1998,2,923
979,mm,PCE price inflation was forecast to still be well above 2 percent at the end of this year.,1998,-,924
980,mm,"The staff expected the 12-month change in PCE prices to gradually move down in coming months, reflecting, importantly, the fading of base effects along with smaller expected monthly price increases,",1998,-,924
981,mm,"The staff forecast for total PCE price inflation in 2018 was revised up slightly, mainly because of a faster-than-expected increase in consumer energy prices in the second half.",2019,1,925
982,mm,"The staff forecast prepared for this meeting continued to suggest that the expansion would gradually moderate from its currently elevated pace to a rate around, or perhaps a little below, the growth of the economy's estimated potential.",2019,2,926
983,mm,"The staff forecast prepared for this meeting suggested that economic activity likely would start to turn up early in 2002 as inventory liquidation tapered off, and would gather strength only gradually.",2019,2,927
984,mm,The staff forecast prepared for this meeting suggested that the expansion in economic activity would slow in coming quarters to a pace somewhat above that of the economy's estimated potential and would moderate a bit further in 1998.,2019,1,928
985,mm,The staff interpreted the increases in prices of energy and nonmarket services that recently boosted consumer price inflation as largely transitory.,2019,2,929
986,mm,"The staff raised slightly its projection for inflation during the second half of this year, as the upward pressure on consumer prices from earlier increases in import and commodity prices was expected to persist a little longer than previously anticipated.",1997,1,930
987,mm,the anticipated decline in the unemployment rate was somewhat slower than in the previous projection.,1997,-,931
988,mm,"The staff still expected that the pace of economic activity through 2011 would be sufficient to reduce the existing margins of economic slack,",1997,-,931
989,mm,The staff viewed the extent of uncertainty around its June projections for real GDP growth and the unemployment rate as roughly in line with the average over the past 20 years.,1997,2,932
990,mm,"The staff viewed the extent of uncertainty around its March projections for real GDP growth, the unemployment rate, and inflation as similar to the average over the past 20 years.",1997,2,933
991,mm,"The staff viewed the uncertainty around its December projections for real GDP growth, the unemployment rate, and inflation as similar to the average of the past 20 years.",1997,2,934
992,mm,The staff viewed the uncertainty around the forecast for economic activity as similar to its normal level over the past 20 years.,2021,2,935
993,mm,"The staff's June projections for the unemployment rate, real GDP growth, and inflation over the next few years were all a little lower, on balance, than those in its March forecast.",2021,2,936
994,mm,The staff's forecast for core PCE price inflation this year was revised down a little in response to recent data.,2021,0,937
995,mm,The staff's forecast for inflation was basically unchanged from the projection prepared for the previous FOMC meeting.,2021,2,938
996,mm,The staff's forecast for inflation was little changed from the projection prepared for the previous FOMC meeting.,2021,2,939
997,mm,"The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.",2005,1,940
998,mm,The staff's outlook for inflation was broadly unchanged.,2005,2,941
999,mm,"The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.",2005,0,942
1000,mm,"The steepening of the yield curve was due mostly to sharply lower short- and intermediate-term forward rates, consistent with investors' apparently more pessimistic outlook for economic growth.",2005,0,943
1001,mm,The threat to global economic growth and financial stability posed by the fiscal situation in some European nations sparked widespread flight-to-quality flows over most of the intermeeting period.,2005,2,944
1002,mm,The trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas remained at or near 2 percent in recent months.,2003,2,945
1003,mm,"The underlying rate of consumer price inflation in recent months was lower than the staff expected at the time of the November meeting, and the staff forecast anticipated that core PCE prices would rise a bit more slowly in 2011 and 2012 than previously projected.",2003,0,946
1004,mm,The unemployment rate fell to 5.,2003,1,947
1005,mm,The unemployment rate ticked down to 5.,2003,1,948
1006,mm,"The unemployment rate was likely to remain low going forward, and various participants remarked that there were some indications that further strengthening in overall labor market conditions was possible without creating undesirable pressures on resources.",2003,2,949
1007,mm,"payroll employment posted solid gains, and, on balance, a range of labor market indicators suggested that underutilization of labor resources diminished somewhat.",2012,-,950
1008,mm,"The unemployment rate was unchanged over the period between the April and June meetings,",2012,-,950
1009,mm,The unwinding in the early months of 1997 of special factors that had boosted net exports in the fourth quarter of 1996 was offsetting some of the effects on production of the persisting strength in domestic demand.,2012,2,951
1010,mm,"The upswing in M2 growth since late winter stemmed in part from the temporary effects of mortgage refinancing, which boosted liquid deposits over this period, though M2 was also buoyed by strong gains in nominal income.",2012,0,952
1011,mm,"The vote also encompassed approval of the sentence below for inclusion in the press statement to be released shortly after the meeting: Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes that the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",2012,1,953
1012,mm,"The vote encompassed approval of the paragraph below for inclusion in the press statement to be released shortly after the meeting: ""The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal.",2012,2,954
1013,mm,"The vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting: ""The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information.",2001,1,955
1014,mm,"The vote encompassed approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions.",2001,2,956
1015,mm,The weakness in commodity prices and the appreciation of the dollar also continued to weigh on activity in the energy and agricultural sectors.,2001,0,957
1016,mm,"The weakness in labor market conditions remained an important concern to meeting participants, with unemployment expected to remain elevated for some time.",2001,0,958
1017,mm,"Their forecasts of consumer price inflation for the year, as measured by the PCE chain-type price index, were centered in a range of 1-1/4 to 1-1/2 percent, with a full range of 1-1/4 to 1-3/4 percent.",2001,2,959
1018,mm,"There were more reports that rising wages and benefits and increasing costs of nonlabor inputs could no longer be fully offset by improvements in productivity, and more business firms appeared to be attempting or considering increases in their selling prices to maintain or improve their profit margins.",2020,1,960
1019,mm,These arguments imply that slack in labor markets remains considerable and therefore that a reduction in the unemployment rate toward its longer-run normal level would not have much effect on inflation.,2020,0,961
1020,mm,These downside risks were seen as essentially counterbalanced by the upside risk that inflation could increase more than expected in an economy that was projected to move further above its longer-run potential.,2020,1,962
1021,mm,"These included a decline in the cost of business capital, a recent rise in orders and backlogs of nondefense capital goods, persisting gains in productivity that undoubtedly pointed to growing profit opportunities, progress in strengthening business balance sheets, and reduced capital overhangs.",2020,1,963
1022,mm,"These indicators suggested that the financial system was fairly resilient, as did the absence of a significant increase in funding stresses or margin calls earlier this year when prices of risky assets fell and volatility rose sharply.",2020,2,964
1023,mm,These members expected that the target range would be maintained at this level until they were confident that the economy had weathered recent events and was on track to achieve the Committee's maximum employment and price stability goals.,2002,2,965
1024,mm,"These members indicated that the economic outlook remained positive and that they anticipated, under an unchanged policy stance, continued strong labor market conditions and solid growth in activity, with inflation gradually moving up to the Committee's 2 percent objective.",2002,2,966
1025,mm,"These participants cited, for example, the still-elevated levels of long-term unemployment and workers employed part time for economic reasons as well as low labor force participation.",2002,0,967
1026,mm,These participants concluded that the Committee should wait to take another step in removing accommodation until the data on economic activity provided a greater level of confidence that economic growth was strong enough to withstand a possible downward shock to demand.,2002,0,968
1027,mm,These participants preferred to wait until there was greater assurance that the transmission mechanism of monetary policy via financial markets and the supply of credit to households and businesses was working effectively.,2002,2,969
1028,mm,"These participants stated that, in such circumstances, a major challenge facing policymakers—especially in the presence of the effective lower bound on the federal funds rate—was to maintain a policy stance sufficiently accommodative to keep average inflation at 2 percent and thereby bolster the credibility of the Committee's new policy framework, facilitating the achievement of both maximum employment and price stability.",2007,0,970
1029,mm,"These participants stated that, in such circumstances, a major challenge facing policymakers—especially in the presence of the effective lower bound on the federal funds rate—was to maintain a policy stance sufficiently accommodative to keep average inflation at 2 percent and thereby bolster the credibility of the Committee's new policy framework, facilitating the achievement of both maximum employment and price stability.",2007,0,971
1030,mm,"These policy moves would therefore prevent the far greater economic pain associated with entrenched high inflation, including the even tighter policy and more severe restraint on economic activity that would then be needed to restore price stability.",2007,1,972
1031,mm,These rates of growth were associated with ranges for the civilian rate of unemployment of 5-1/4 to 5-1/2 percent in the fourth quarter of 2004 and 5 to 5-1/2 percent in the fourth quarter of 2005.,2007,2,973
1032,mm,They also agreed that the inflation situation seemed to have improved slightly and judged that it was no longer appropriate to indicate that a sustained moderation in inflation pressures had yet to be shown.,2007,2,974
1033,mm,They also agreed that the war and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,2017,1,975
1034,mm,"They also generally expected that further gradual increases in the target range for the federal funds rate would be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term.",2017,1,976
1035,mm,"They also generally expected that inflation would remain, for some time, below levels the Committee considers most consistent, over the longer run, with maximum employment and price stability.",2017,0,977
1036,mm,They also noted that even with this additional firming the risks were still weighted mainly in the direction of rising inflationary pressures.,2017,1,978
1037,mm,They continued to expect that inflation would move up toward the Committee's 2 percent objective over the medium term as the effects of these transitory factors waned and conditions in the labor market improved further.,2017,2,979
1038,mm,"They generally judged that risks to the growth outlook, including strains in global financial markets, were significant and tilted to the downside",1996,-,980
1039,mm,"moreover, slow growth left the recovery more vulnerable to negative shocks.",1996,-,980
1040,mm,They noted that economic activity and employment had continued to recover,1996,-,981
1041,mm,"remained well below their levels at the beginning of the year, and that weaker demand and earlier declines in oil prices had been holding down consumer price inflation.",1996,-,981
1042,mm,They noted that the economy had entered the new year with considerable momentum and very few indications that growth was moderating from what appeared to be an unsustainable rate.,1996,1,982
1043,mm,They noted that the realization of such a development could make it harder for the Committee to achieve 2 percent inflation over the longer run.,1996,2,983
1044,mm,They noted that the realization of such a development could make it harder for the Committee to achieve 2 percent inflation over the longer run.,1996,2,984
1045,mm,"They remarked that a stronger dollar, weaker demand, and lower oil prices were factors likely to put downward pressure on inflation in the period ahead and observed that this meant that the return of inflation to the Committee's 2 percent longer-run objective would likely be further delayed.",2015,0,985
1046,mm,This action was taken against the backdrop of heightened concerns and uncertainty created by the recent terrorist attacks and their potentially adverse effects on asset prices and the performance of the economy.,2015,0,986
1047,mm,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",2015,2,987
1048,mm,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",2015,2,988
1049,mm,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. """,2015,2,989
1050,mm,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",2004,2,990
1051,mm,This evaluation assumed continued sluggish growth in final demand during the period immediately ahead.,2004,2,991
1052,mm,"This increase was slower than a year earlier, as core PCE price inflation (which excludes changes in consumer food and energy prices) moved down to 1.",2004,0,992
1053,mm,"This policy preference was based on expectations of growth in business activity at a pace averaging in the vicinity of the economy's potential, a perception among the members that the risks to such an outlook were more balanced than earlier, and anticipations that under these circumstances inflation would remain constrained.",2004,2,993
1054,mm,"Those developments included a recent uptick in core measures of consumer prices, a drop in the dollar on foreign exchange markets, and still elevated energy prices--all against the backdrop of longer-term inflation expectations that were firmly anchored.",2004,1,994
1055,mm,"Those factors included the increasing spread of the coronavirus in the United States since mid-June; the reactions of many states and localities in slowing or scaling back the reopening of their economies, especially for businesses, such as restaurants and bars, providing services that entail personal interactions; and some high-frequency indicators that pointed to a deceleration in economic activity.",2000,0,995
1056,mm,"Those few members who expressed a preference for easing at this meeting believed that, with unit labor costs and inflation expectations contained, enough evidence of further weakness already existed to warrant an immediate action.",2000,0,996
1057,mm,Those indicators were mixed regarding the pace of economic activity within the manufacturing sector.,2000,2,997
1058,mm,Those participants saw substantial slack in resource utilization and hence continued to judge that inflation was likely to remain subdued over the medium term as the economy continued to recover.,2000,0,998
1059,mm,"Though labor markets were expected to remain relatively tight for some time, the members saw little prospect that inflation would gather significant momentum in coming quarters.",2000,2,999
1060,mm,"To a considerable extent, however, any uptick in inflation expectations likely represented a reversal of anticipated declines in inflation earlier this year when economic prospects had seemed weaker and survey data did not confirm any increase in long-term inflation expectations.",1998,2,1000
1061,mm,"To some, the continued subdued trend in wages was evidence of an absence of upward pressure on inflation from current levels of labor utilization.",1998,0,1001
1062,mm,"To support continued progress toward maximum employment and price stability, the Committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens.",1998,0,1002
1063,mm,"To support continued progress toward maximum employment and price stability, the Committee today reaffirmed its view that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens.",1998,0,1003
1064,mm,"Total U. S. consumer prices, as measured by the PCE price index, increased 1.",1998,1,1004
1065,mm,Total nonfarm payroll employment expanded at a solid pace in July and August.,2013,1,1005
1066,mm,"Total nonfarm payroll employment increased at a solid pace in October and November, and the unemployment rate declined, reaching 4.",2013,1,1006
1067,mm,"Total nonfarm payroll employment rose solidly in July and August, with strong gains in private-sector jobs and declines in government employment.",2013,2,1007
1068,mm,"Total nonfarm payroll employment was reported to have decreased in September, consistent with a substantial increase in the number of people who reported themselves as being absent from work due to bad weather and with payroll declines in the hurricane-affected states of Texas and Florida.",2013,0,1008
1069,mm,"Treasury bond yields declined somewhat, perhaps reflecting both expectations of lower policy rates and greater investor demands for safety.",2013,0,1009
1070,mm,Trends in wages and prices have remained stable in recent months.,2015,2,1010
1071,mm,"Two members preferred to leave the target range at 1 to 1-1/4 percent, suggesting that the Committee should wait to raise the target range until inflation moves up closer to 2 percent on a sustained basis or inflation expectations increase.",2015,2,1011
1072,mm,"Two noted the possibility that sustained high levels of long-term unemployment could result in higher structural unemployment, an outcome that might be forestalled by increased aggregate demand.",2015,0,1012
1073,mm,U. S. real GDP was forecast to plummet and the unemployment rate to soar in the second quarter of this year.,2015,0,1013
1074,mm,Weaker demand and significantly lower oil prices are holding down consumer price inflation.,2015,0,1014
1075,mm,Weaker demand and significantly lower oil prices were holding down consumer price inflation.,2009,0,1015
1076,mm,"Weekly data for March, however, indicated that gasoline prices rose sharply.",2009,1,1016
1077,mm,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",2009,1,1017
1078,mm,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. """,2009,1,1018
1079,mm,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. """,2009,1,1019
1080,mm,"While a number of members saw some slight further disinflation as the most plausible outcome, no one expected a material change in inflation.",2017,2,1020
1081,mm,"While a preemptive tightening move might be warranted in the not-too-distant future to help contain inflationary pressures in the economy, these members believed that a symmetrical directive would best convey the message that no tightening action was contemplated for the weeks immediately ahead.",2017,1,1021
1082,mm,"While accommodative financial conditions and reduced income tax rates should continue to undergird consumer spending and the data on retail sales for July displayed relatively impressive gains, negative wealth effects from falling stock market prices, declining payrolls, and sluggish income gains--should they persist--might well depress consumer expenditures over coming months.",2017,0,1022
1083,mm,"While anecdotal reports suggested that softening was confined to only a few areas, the delayed effects of the drop in stock market prices and forecasts of slower employment and income growth suggested some moderation in housing activity at some point.",2017,0,1023
1084,mm,"While bank lending continues to contract, financial market conditions remain supportive of economic growth.",2017,2,1024
1085,mm,"While favorable financing would help to sustain the housing sector, members anticipated that any further impetus to growth from that sector was likely to be limited.",2002,2,1025
1086,mm,"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.",2002,1,1026
1087,mm,"While liquid deposits continued to grow slowly, heightened demand for safety and liquidity appeared to boost holdings of retail money market mutual funds.",2002,1,1027
1088,mm,"While more moderate growth in consumer spending for durable goods seemed likely after an extended period of robust expansion, these favorable factors suggested that the risks of a different outcome were tilted in the direction of faster-than-projected expansion.",2002,1,1028
1089,mm,"While numerous contacts reported generally disappointing holiday sales in an environment of atypically large and widespread discounting, a surge in motor vehicle sales in December fostered by aggressive sales incentives and some pickup in retail sales late in the holiday season helped to sustain moderate overall growth in consumer spending through the year-end.",2002,2,1029
1090,mm,"While overall employment conditions, the buildup of household net worth, and access to financing would bolster consumer expendi- tures, members also cited a number of limiting factors.",2004,2,1030
1091,mm,"While participants generally felt that the pace of underlying productivity growth remained robust, careful attention would need to be paid to developments regarding unit labor costs and profit margins.",2004,2,1031
1092,mm,"While participants viewed the downside risks to their forecasts of economic activity over the projection period as having diminished, their assessment of the most likely outcomes for economic activity and inflation over the projection period was not greatly changed.",2004,2,1032
1093,mm,"While prices in equity markets had turned up from their recent lows, the cumulative losses in financial wealth incurred since early 2000 clearly were having an adverse impact on expenditures by households and the higher cost of equity capital was inhibiting business investment.",2004,0,1033
1094,mm,"While recognizing the improvement in a number of indicators of economic activity and labor market conditions since the fall, many members indicated that further improvement in the outlook for the labor market would be required before it would be appropriate to slow the pace of asset purchases.",2004,0,1034
1095,mm,"While the absence of increasing price inflation was a welcome development, members were concerned that the break with historical patterns might not persist.",2006,1,1035
1096,mm,"While the underlying demand for residential housing continued to be robust and government outlays evidently were rising, the expansion of consumer spending seemed to have slowed, and outlays for capital spending were still very sluggish in an environment of business uncertainty and pessimism.",2006,0,1036
1097,mm,"While there were no current indications that inflation might be accelerating and no policy move was called for at this time, the members saw a need for continuing vigilance.",2006,2,1037
1098,mm,"While these developments were positive, participants noted several factors that likely would continue to restrain the expansion in economic activity.",2006,0,1038
1099,mm,"With an increase in the target range at this meeting, the federal funds rate would be at or close to the lower end of the range of estimates of the longer-run neutral interest rate, and participants expressed that recent developments, including the volatility in financial markets and the increased concerns about global growth, made the appropriate extent and timing of future policy firming less clear than earlier.",2006,1,1039
1100,mm,"With appropriate firming in the stance of monetary policy, participants expected inflation to return to the Committee's 2 percent objective over time and the labor market to remain strong.",2020,1,1040
1101,mm,"With capacity utilization already at high levels, relatively rapid growth in inventory investment, if it were superimposed on stronger-than- projected expansion in final demand, could portend serious pressures on resources and inflationary consequences for the economy.",2020,1,1041
1102,mm,"With crude oil prices expected to gradually decline from their current levels, the boost to retail food prices from the drought anticipated to be only temporary and comparatively small, long-run inflation expectations assumed to remain stable, and substantial resource slack persisting over the projection period, the staff continued to forecast that inflation would be subdued through 2014.",2020,2,1042
1103,mm,"With energy price increases expected to slow next year, total PCE inflation was seen as likely to fall back in line with core inflation by the end of 2011, as in previous projections.",2020,2,1043
1104,mm,"With energy prices having turned down, overall consumer price inflation had eased slightly in recent months,",2020,-,1044
1105,mm,core measures of consumer prices showed mixed changes on a twelve-month basis.,2020,-,1044
1106,mm,"With home prices depressed, housing construction was quite subdued and seen as likely to remain so, while investment in nonresidential structures remained low.",1999,0,1045
1107,mm,"With inflation low and resource use slack, the Committee saw no need for tightening policy in the near future.",1999,2,1046
1108,mm,"With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent.",1999,2,1047
1109,mm,"With inventories lower, firms were beginning to raise production to meet at least a portion of increased demand, and this adjustment was expected to make an important contribution to economic recovery in the fourth quarter of the year and, to a lesser extent, in 2010 as well.",1999,2,1048
1110,mm,"With longer-run inflation expectations assumed to remain stable, changes in commodity and import prices expected to be modest, and significant resource slack persisting over the forecast period, inflation was forecast to be subdued through 2015.",1999,2,1049
1111,mm,"With regard to the consensus in favor of moving from an assessment of risks weighted toward rising inflation to one that was weighted toward economic weakness, with no intermediate issuance of a balanced risks assessment, some members observed that such a change was likely to be viewed as a relatively rapid shift by some observers.",2015,0,1050
1112,mm,"With regard to the federal sector, spending related to last year’s hurricanes appeared likely to abate, and federal expenditures overall would probably be providing less impetus to aggregate demand going forward.",2015,0,1051
1113,mm,"With regard to the nation as a whole, members noted that rising levels of employment and incomes were continuing to foster solid growth in consumer spending, a development that was abetted by the sharp increases that had occurred in household wealth as a consequence of the extended uptrend in stock market prices and to a lesser extent the appreciation of home prices.",2015,1,1052
1114,mm,they differed to some extent regarding the prospects for further increases in inflation.,2015,-,1053
1115,mm,"With regard to the outlook for inflation, members gave considerable attention to the somewhat faster increases in broad price measures over the past year,",2015,-,1053
1116,mm,"With regard to the outlook for inflation, members referred to widespread indications of increasingly tight labor markets and to statistical and anecdotal reports of faster increases in labor compensation.",2015,1,1054
1117,mm,"With regard to the outlook for inflation, the gap between actual and potential output was anticipated to diminish only slowly unless aggregate demand expanded much more rapidly than the members currently foresaw.",2007,2,1055
1118,mm,"With sales contracting and inventory imbalances still substantial, the manufacturing sector continued its sharp slide, and aggregate employment plunged.",2007,0,1056
