id,date,sentence,sentence_length,growth_sentiment,employment_sentiment,inflation_sentiment,prediction_finbert,sentiment_score_finbert,sentiment_vader_logit,sentiment_vader_logit_score,sentiment_vader_compound,sentiment_vader_compound_score,growth_sentiment_gpt4,employment_sentiment_gpt4,inflation_sentiment_gpt4
12021.0,2011-04-05,"On net, expectations for the federal funds rate, along with yields on nominal Treasury securities, were little changed over the intermeeting period.",22,neutral,neutral,neutral,neutral,0.0477,positive,0.6210247413644827,positive,0.4939,neutral,neutral,neutral
12022.0,2011-05-18,Most participants saw changes in the target for the federal funds rate as the preferred active tool for tightening monetary policy when appropriate.,23,neutral,neutral,neutral,neutral,0.0553,positive,0.5991440698122475,positive,0.4019,neutral,neutral,neutral
12023.0,2011-05-18,"Gross public equity issuance by nonfinancial firms was robust in March, and indicators of the credit quality of nonfinancial firms improved further.",22,positive,neutral,neutral,positive,0.9429,positive,0.642423863346449,positive,0.5859,positive,neutral,neutral
12024.0,2011-07-12,"Delinquency rates for consumer debt edged down further in recent months, with delinquency rates on some categories moving back to pre-crisis levels.",22,positive,neutral,neutral,negative,-0.942,negative,0.3175616978069352,negative,-0.765,neutral,neutral,neutral
12025.0,2011-07-12,"The run-up in energy prices, as well as an increase in prices of other commodities and imported goods, had boosted both headline and core inflation.",25,neutral,neutral,negative,positive,0.8677,positive,0.6985073366421095,positive,0.8402,neutral,neutral,positive
12026.0,2011-08-30,A few participants noted that a reduction in the interest rate paid on excess reserve balances could also be helpful in easing financial conditions.,24,neutral,neutral,neutral,positive,0.9012,positive,0.6866491556388117,positive,0.7845,neutral,neutral,positive
12027.0,2011-10-12,A number of participants judged that a reduction would result in at least marginally lower money market rates and could help stimulate bank lending.,24,neutral,neutral,neutral,positive,0.8645,positive,0.6166610650110337,positive,0.4754,neutral,neutral,positive
12028.0,2011-10-12,"Monthly U.S. consumer price inflation picked up in July and August after slowing in May and June, but remained a bit lower than earlier in the year.",27,neutral,neutral,negative,negative,-0.239,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12029.0,2012-01-03,Meeting participants observed that financial markets remained volatile over the intermeeting period in large part because of developments in Europe.,20,neutral,neutral,neutral,negative,-0.762,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12030.0,2012-02-15,"Reports from business contacts indicated that activity in the manufacturing, energy, and agricultural sectors continued to advance in recent months.",20,positive,neutral,neutral,positive,0.9298,positive,0.5678783310011088,positive,0.2732,positive,neutral,neutral
12031.0,2012-02-15,Another participant cited reports from business contacts indicating that credit standards in mortgage lending were becoming somewhat less stringent.,19,No majority found,neutral,negative,negative,-0.186,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12032.0,2012-04-03,Initial claims for unemployment insurance trended lower over the intermeeting period and were at a level consistent with further moderate job gains.,22,neutral,positive,neutral,negative,-0.924,neutral,0.4556419268785208,negative,-0.1779,positive,neutral,neutral
12033.0,2012-04-03,"Moreover, households' net worth grew in the fourth quarter of last year and likely was boosted further by gains in equity values thus far this year.",26,positive,neutral,neutral,positive,0.938,positive,0.7017196187674296,positive,0.8555,positive,neutral,neutral
12034.0,2012-05-16,Staff Review of the Economic SituationThe information reviewed at the April 24-25 meeting suggested that economic activity was expanding moderately.,20,positive,neutral,neutral,positive,0.927,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12035.0,2012-07-11,"Business fixed investment had continued to advance, and household spending appeared to be rising at a somewhat slower pace than earlier in the year.",24,positive,neutral,neutral,positive,0.2992,neutral,0.5,neutral,0.0,positive,neutral,neutral
12036.0,2012-10-04,"On balance, the nominal Treasury yield curve steepened over the intermeeting period, with yields on longer-dated Treasury securities rising notably.",20,positive,neutral,neutral,positive,0.8941,positive,0.6484880799484042,positive,0.6124,neutral,neutral,positive
12037.0,2012-10-04,Option-implied volatility on the S&P 500 index fell in early August to levels not seen since the middle of 2007; it subsequently partially retraced.,24,No majority found,neutral,neutral,negative,-0.967,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12038.0,2012-10-04,"For the duration of this program, the Committee directs the Desk to suspend its policy of rolling over maturing Treasury securities into new issues.",24,neutral,neutral,neutral,neutral,-0.125,positive,0.63920147454366,positive,0.5719,neutral,neutral,positive
12039.0,2012-11-14,"For the duration of this program, the Committee directs the Desk to suspend its policy of rolling over maturing Treasury securities into new issues.",24,neutral,neutral,neutral,neutral,-0.125,positive,0.63920147454366,positive,0.5719,neutral,neutral,positive
12040.0,2013-11-20,"Measures of firms' hiring plans improved, the rate of job openings increased slightly, and the rate of long-duration unemployment declined a little.",22,neutral,positive,neutral,positive,0.7455,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12041.0,2013-11-20,"In addition, financial markets were affected for a time by uncertainties about raising the federal debt limit and resolving the government shutdown.",22,negative,neutral,neutral,negative,-0.953,negative,0.4211144841706044,negative,-0.3182,neutral,neutral,positive
12042.0,2013-11-20,Financial quotes suggested that markets moved out the date at which they expected to see the Committee first increase the federal funds rate target.,24,neutral,neutral,neutral,neutral,0.0266,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12043.0,2014-08-20,The staff detailed a possible approach for implementing and communicating monetary policy once the Committee begins to tighten the stance of policy.,22,neutral,neutral,neutral,neutral,0.1181,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12044.0,2014-08-20,The staff continued to project that real GDP would expand at a faster pace in the second half of this year and over the next two years than in 2013.,30,positive,neutral,neutral,positive,0.9212,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12045.0,2014-10-08,"As a consequence, they updated the language in the statement to indicate that inflation had been running below the Committee's longer-run objective.",22,neutral,neutral,positive,negative,-0.918,neutral,0.5,neutral,0.0,neutral,neutral,positive
12046.0,2014-11-19,"Nominal business spending for new nonresidential construction decreased in August, and vacancy rates for nonresidential buildings remained elevated.",18,negative,neutral,neutral,negative,-0.932,neutral,0.5,neutral,0.0,negative,neutral,neutral
12047.0,2015-01-07,"Market-based measures of inflation compensation declined further, while survey-based measures of longer-term inflation expectations remained stable.",16,neutral,neutral,positive,negative,-0.91,positive,0.5734643936132494,positive,0.296,neutral,neutral,positive
12048.0,2015-02-18,"Nonetheless, many participants agreed that the use of term RRP operations during the period of policy tightening could be useful in some situations.",23,neutral,neutral,neutral,positive,0.5304,positive,0.6591929943933286,positive,0.6597,neutral,neutral,positive
12049.0,2015-02-18,"Consumer price inflation moved further below the FOMC's longer-run objective of 2 percent, held down by continuing large decreases in energy prices.",22,neutral,neutral,positive,negative,-0.934,positive,0.5678783310011088,positive,0.2732,neutral,neutral,positive
12050.0,2015-02-18,The fall had occurred despite the strengthening U.S. economic outlook and market expectations that policy normalization could begin later this year.,21,neutral,neutral,neutral,negative,-0.935,negative,0.4400152908566104,negative,-0.2411,neutral,neutral,positive
12051.0,2015-05-20,"The deputy manager followed with a review of System open market operations conducted during the period since the Committee met on March 17-18, 2015.",24,neutral,neutral,neutral,neutral,0.0062,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12052.0,2015-05-20,"Market-based measures of inflation compensation remained low, while survey-based measures of longer-term inflation expectations had remained stable.",17,neutral,neutral,positive,negative,-0.861,neutral,0.5064496422423137,neutral,0.0258,neutral,neutral,neutral
12053.0,2015-05-20,Many participants noted that measures of inflation averaged over several months or more continued to run below the Committee's longer-run objective.,21,neutral,neutral,positive,negative,-0.934,neutral,0.5,neutral,0.0,neutral,neutral,positive
12054.0,2015-05-20,"Market-based measures of inflation compensation remained low, while survey-based measures of longer-term inflation expectations had remained stable.",17,neutral,neutral,positive,negative,-0.861,neutral,0.5064496422423137,neutral,0.0258,neutral,neutral,neutral
12055.0,2015-07-08,The manager also discussed System open market operations conducted by the Open Market Desk during the period since the Committee met on April 28-29.,24,neutral,neutral,neutral,neutral,0.0018,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12056.0,2015-07-08,Growth in real personal consumption expenditures (PCE) appeared to pick up early in the second quarter from its modest pace in the previous quarter.,24,positive,neutral,neutral,positive,0.9213,positive,0.594307167585335,positive,0.3818,positive,neutral,neutral
12057.0,2015-07-08,Respondents again saw the September 2015 FOMC meeting as the most likely time for the first increase in the target range for the federal funds rate.,26,neutral,neutral,neutral,positive,0.4702,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12058.0,2015-08-19,Members generally agreed that additional information on the outlook would be necessary before deciding to implement an increase in the target range.,22,neutral,neutral,neutral,neutral,0.3575,positive,0.642423863346449,positive,0.5859,neutral,neutral,positive
12059.0,2015-10-08,"In manufacturing, the auto industry remained a bright spot, but the appreciation of the dollar was still restraining production of goods for export.",23,negative,neutral,neutral,negative,-0.898,positive,0.6993490465266773,positive,0.8442,positive,neutral,neutral
12060.0,2015-11-18,"Consistent with this downside risk to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",25,negative,negative,neutral,negative,-0.676,negative,0.3052332371262195,negative,-0.8225,negative,neutral,neutral
12061.0,2016-01-06,"Issuance of investment-grade corporate bonds and institutional leveraged loans remained solid, buoyed by demand to finance mergers and acquisitions.",19,positive,neutral,neutral,positive,0.9245,neutral,0.5064496422423137,neutral,0.0258,neutral,neutral,positive
